10.1016/j.dib.2016.03.011,S0032386116300544,"['Zhao, Yue', 'Yoshida, Miru', 'Oshima, Tatsuya', 'Koizumi, Satoshi', 'Rikukawa, Masahiro', 'Szekely, Noemi', 'Radulescu, Aurel', 'Richter, Dieter']","['Zhao, Yue', 'Yoshida, Miru', 'Oshima, Tatsuya', 'Koizumi, Satoshi', 'Rikukawa, Masahiro', 'Szekely, Noemi', 'Radulescu, Aurel', 'Richter, Dieter']",8,8,Materials Sciences,Engineering,1,1,0,1
10.1016/j.dib.2018.04.128,S0164070416302270,"['Zhang, Lini']","['Zhang, Lini']",1,1,"Economics, Econometrics and Finance",Social sciences & Humanities,1,1,0,1
10.1016/j.dib.2016.03.005,S0091743516000244,"['Barboza, Gia Elise', 'Dominguez, Silvia']","['Barboza, Gia Elise', 'Dominguez, Silvia']",2,2,Social Sciences,Social sciences & Humanities,1,1,0,1
10.1016/j.dib.2018.09.123,S136970211830302X,"['He, Liangrui', 'Fei, Mi', 'Chen, Jie', 'Tian, Yunfei', 'Jiang, Yang', 'Huang, Yang', 'Xu, Kai', 'Hu, Juntao', 'Zhang, Qiuhong', 'Ni, Haiyong', 'Chen, Lei', 'Zhao, Zhi']","['He, Liangrui', 'Fei, Mi', 'Chen, Jie', 'Tian, Yunfei', 'Jiang, Yang', 'Huang, Yang', 'Xu, Kai', 'Hu, Juntao', 'Zhang, Qiuhong', 'Ni, Haiyong', 'Chen, Lei', 'Zhao, Zhi']",12,12,Chemistry,Physics & Chemistry,1,1,0,1
10.1016/j.dib.2015.09.040,S088875431530032X,"['Rahman, Aminur', 'Nahar, Noor', 'Nawani, Neelu N.', 'Jass, Jana', 'Ghosh, Sibdas', 'Olsson, Björn', 'Mandal, Abul']","['Rahman, Aminur', 'Nahar, Noor', 'Nawani, Neelu N.', 'Jass, Jana', 'Ghosh, Sibdas', 'Olsson, Björn', 'Mandal, Abul']",7,7,"Biochemistry, Genetics and Molecular Biology",Biological sciences,1,1,0,1
10.1016/j.dib.2017.07.061,S1369847816306556,"['Carbon, Claus-Christian', 'Gebauer, Fabian']","['Carbon, Claus-Christian', 'Gebauer, Fabian']",2,2,Environmental Sciences,Geosciences,1,1,0,1
10.1016/j.dib.2018.04.114,S0014480017306020,"['Lüsebrink, Jessica', 'Pieper, Monika', 'Tillmann, Ramona-Liza', 'Brockmann, Michael', 'Schildgen, Oliver', 'Schildgen, Verena']","['Lüsebrink, Jessica', 'Pieper, Monika', 'Tillmann, Ramona-Liza', 'Brockmann, Michael', 'Schildgen, Oliver', 'Schildgen, Verena']",6,6,"Pharmacology, Toxicology and Pharmaceutical Science",Medical sciences,1,1,0,1
10.1016/j.dib.2018.11.051,S2214289418302072,"['Sánchez-González, Mariola', 'Pérez-Terrazas, David']","['Sánchez-González, Mariola', 'Pérez-Terrazas, David']",2,2,Agricultural and Biological Sciences,Biological sciences,1,1,0,1
10.1016/j.dib.2018.11.045,S074301671731121X,"['Galt, Ryan E.', 'Bradley, Katharine', 'Christensen, Libby O.', 'Munden-Dixon, Kate']","['Galt, Ryan E.', 'Bradley, Katharine', 'Christensen, Libby O.', 'Munden-Dixon, Kate']",4,4,Social Sciences,Social sciences & Humanities,1,1,0,1
10.1016/j.dib.2017.07.075,S1532046417301090,"['Lindoerfer, Doris', 'Mansmann, Ulrich']","['Lindoerfer, Doris', 'Mansmann, Ulrich']",2,2,Computer Sciences,Computer & Mathematical sciences,1,1,0,1
10.1016/j.dib.2016.03.039,S1532046416000198,"['Pobiruchin, Monika', 'Bochum, Sylvia', 'Martens, Uwe M.', 'Kieser, Meinhard', 'Schramm, Wendelin']","['Pobiruchin, Monika', 'Bochum, Sylvia', 'Martens, Uwe M.', 'Kieser, Meinhard', 'Schramm, Wendelin']",5,5,Medicine and Dentistry,Medical sciences,1,1,0,1
10.1016/j.dib.2015.09.054,S0264127515301969,"['Omar, Mohammed Yaseer', 'Xiang, Chongchen', 'Gupta, Nikhil', 'Strbik, Oliver M.', 'Cho, Kyu']","['Omar, Mohammed Yaseer', 'Xiang, Chongchen', 'Gupta, Nikhil', 'Strbik, Oliver M.', 'Cho, Kyu']",5,5,Materials Sciences,Engineering,1,1,0,1
10.1016/j.dib.2018.01.051,S2352409X17304790,"['Brigand, Robin', 'Weller, Olivier']","['Brigand, Robin', 'Weller, Olivier']",2,2,Social Sciences,Social sciences & Humanities,1,1,0,1
